displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
3,5-Apr,Dizel,174,Mostar,Mercedes-Benz,330000,S 320,23900,Mercedes-Benz S 320* reg do 12/2024*u zamjeni 26 000KM*,2006,Crna,TRUE,Zadnji,Euro 4,20,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Prijedor,Mercedes-Benz,299000,E 200,22900,MERCEDES W212 SPORT AVANGARDE AUTOMATIK 2010 REG,2010,Crna,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,FALSE,TRUE,TRUE
1.5,5-Apr,Dizel,80,Banja Luka,Mercedes-Benz,180000,A 180,21999,MERCEDES A KLASA/AMG OPTIK/SPORT/TOP STANJE,2014,Bijela,FALSE,Zadnji,Euro 5,18,Manuelni,Sportski/kupe,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,120,Ilidža,Mercedes-Benz,380000,Sprinter,25000,Mercedes Sprinter maxi 316 cdi moze zamjena,2012,Bijela,FALSE,Zadnji,Euro 5,16,Manuelni,Kombi,FALSE,FALSE,TRUE
1.6,5-Apr,Dizel,160,Sarajevo - Centar,Mercedes-Benz,215000,Vito,21500,Mercedes-Benz Vito,2012,Siva,TRUE,Sva četiri,Euro 5,16,Manuelni,Kombi,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,150,Banja Luka,Mercedes-Benz,246000,C 250,20000,Mercedes-Benz C 250 2011,2011,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,Karavan,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Doboj Jug,Mercedes-Benz,256000,GLK 220,24800,MERCEDES GLK 220 CDI 4X4 AUT. MODEL 2010 GOD. TEL:062/445 365,2010,Zelena,TRUE,Sva četiri,Euro 5,17,Automatik,SUV,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Livno,Mercedes-Benz,280000,C 220,24000,Mercedes-Benz C 220 w204 AMG,2012,Siva,TRUE,Zadnji,Euro 5,18,Manuelni,Limuzina,FALSE,TRUE,TRUE
1.5,5-Apr,Dizel,80,Banja Luka,Mercedes-Benz,167000,B 180,26800,Mercedes-Benz B klasa ( B 180 ),2015,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Visoko,Mercedes-Benz,285147,E 200,29500,Mercedes-Benz E 200 cdi 2014 god. Top stanje Full oprema,2014,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Kiseljak,Mercedes-Benz,300000,E 200,26900,MERCEDES-BENZ E200CDI 100KW AVANTGARDE AUTOMATIK MOD 2011 TEK REG,2010,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,90,Velika Kladuša,Mercedes-Benz,350000,Sprinter,22100,Mercedes-Benz Sprinter,2009,Siva,FALSE,Sva četiri,Euro 4,16,Manuelni,Kombi,FALSE,FALSE,FALSE
3.2,5-Apr,Dizel,165,Vitez,Mercedes-Benz,345000,ML 320,27900,MERCEDES-BENZ ML 320 CDI 4MATIC FACELIFT TEK REG,2009,Siva,TRUE,Sva četiri,Euro 5,18,Automatik,unavailable,FALSE,TRUE,TRUE
3,5-Apr,Dizel,170,Derventa,Mercedes-Benz,326000,E 350,25000,Mercedes-Benz E 350 -3.0 motor 4MATIC odrađen vel.i mali servis,2010,Siva,TRUE,Sva četiri,Euro 5,18,Automatik,Limuzina,FALSE,FALSE,TRUE
1.6,5-Apr,Benzin,115,Bijeljina,Mercedes-Benz,203203,A 200,25500,Mercedes-Benz A 200 Night Star 7G Multitronic,2015,Crvena,TRUE,Prednji,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Novi Travnik,Mercedes-Benz,267000,GLK 250,28999,Mercedes-Benz GLK 250 Bluetec 4Matic Automatic F1 Xenon Led Extra,2012,Bijela,TRUE,Sva četiri,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,FALSE
3,5-Apr,Dizel,165,Ilidža,Mercedes-Benz,221000,ML 320,29000,Mercedes-Benz ML 320,2009,Crna,TRUE,Sva četiri,Euro 5,20,Automatik,SUV,FALSE,TRUE,TRUE
3,5-Apr,Dizel,190,Živinice,Mercedes-Benz,208300,ML 350,44900,Mercedes-Benz ML 350d 4matic AMG Line,2013,Siva,TRUE,Sva četiri,Euro 6,21,Automatik,Terenac,FALSE,TRUE,TRUE
2,5-Apr,Dizel,125,Živinice,Mercedes-Benz,104820,GLC 220,77900,Mercedes-Benz GLC 220d 4m Coupe - AMG Line,2018,Siva,TRUE,Sva četiri,Euro 6,19,Automatik,Sportski/kupe,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Neum,Mercedes-Benz,158850,C 220,40499,Mercedes-Benz C 220 cdi AMG,2014,Crna,TRUE,Zadnji,Euro 6,18,Manuelni,Limuzina,FALSE,TRUE,FALSE
3.5,5-Apr,Dizel,190,Tuzla,Mercedes-Benz,183000,ML 350,53000,Mercedes-Benz ML 350,2014,Bijela,TRUE,Sva četiri,Euro 6,19,Automatik,Terenac,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,143,Gradačac,Mercedes-Benz,240000,E 220,47900,Mercedes-Benz E 220 2017 MOZE ZAMJENA,2017,Crna,TRUE,Zadnji,Euro 6,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Banja Luka,Mercedes-Benz,285000,ML 250,41900,MERCEDES ML 250 D 4MATIC 2014 GOD REG.DO 10/24 PERFEKTAN,2014,Bijela,TRUE,Sva četiri,Euro 6,17,Automatik,Terenac,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,100,Široki Brijeg,Mercedes-Benz,244000,C 200,29900,Mercedes-Benz C 2.2 200 CDI AMG-Nightpaket Automatic,2017,Crna,TRUE,Zadnji,Euro 6,18,Automatik,Karavan,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Ilidža,Mercedes-Benz,164000,GLA 220,36000,"MERCEDES BENZ GLA 220 CDI 4MATIK, 2014 GOD, REGISTROVAN",2014,Crvena,TRUE,Sva četiri,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,FALSE
2,5-Apr,Dizel,143,Derventa,Mercedes-Benz,76802,E 220,69900,Mercedes-Benz E 220 2019,2019,Crna,TRUE,Zadnji,Euro 6,17,Automatik,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Laktaši,Mercedes-Benz,258369,E 220,35500,Mercedes E 220CDI M:2015/EXTRA STANJE/MOŽE ZAMJENA,2014,Plava,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,FALSE,TRUE,TRUE
3,5-Apr,Dizel,270,Živinice,Mercedes-Benz,7800,GLE 450,243900,Mercedes-Benz GLE 450d 4matic AMG Line,2024,Crna,TRUE,Sva četiri,Euro 6,21,Automatik,Terenac,FALSE,TRUE,TRUE
3,5-Apr,Dizel,200,Banja Luka,Mercedes-Benz,89000,GLE 350,135000,MERCEDES GLE 350 D 4MATIC 2020 GOD NOVO NOVO,2020,Siva,TRUE,Sva četiri,Euro 6,20,Automatik,Terenac,FALSE,TRUE,FALSE
2,5-Apr,Dizel,180,Gradačac,Mercedes-Benz,161000,GLE 300,122000,Mercedes-Benz GLE AMG 4MATIC 2020 AIRMATIC 9G,2020,Siva,TRUE,Sva četiri,Euro 6,21,Automatik,Terenac,FALSE,TRUE,TRUE
4,5-Apr,Benzin,375,Tešanj,Mercedes-Benz,24000,GLE 63 AMG,145000,Mercedes-Benz GLC 63 AMG,2020,Siva,TRUE,Sva četiri,Euro 6,16,Automatik,Terenac,FALSE,TRUE,TRUE
3,5-Apr,Dizel,270,Sarajevo - Novi Grad,Mercedes-Benz,13650,GLE 450,245950,Mercedes-Benz GLE 450,2023,Crna,TRUE,Sva četiri,Euro 6,22,Automatik,Terenac,FALSE,FALSE,TRUE
2,5-Apr,Dizel,143,Ljubuški,Mercedes-Benz,42544,GLC 220,115990,Mercedes GLC 220d Coupe 4x4 9G 3xAMG NIGHT MBEAM LED VIRT,2022,Siva,TRUE,Sva četiri,Euro 6,20,Automatik,SUV,FALSE,TRUE,FALSE
2,5-Apr,Dizel,74,Modriča,Mercedes-Benz,320000,C 200,3000,Mercedes-Benz C 200 2000,2000,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,75,Brčko,Mercedes-Benz,356529,E 200,3200,Mercedes-Benz E 200,1998,Siva,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.5,5-Apr,Dizel,69,Gradačac,Mercedes-Benz,5000,250,3200,Mercedes-Benz A 160 250,1990,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,92,Zvornik,Mercedes-Benz,333333,C 220,3200,Mercedes-Benz C 220,1998,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,85,Bugojno,Mercedes-Benz,450000,E 200,3800,Mercedes-Benz E 200 W210,2001,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,85,Sarajevo - Novo Sarajevo,Mercedes-Benz,285000,C 220,3200,Mercedes-Benz C 220 2002,2002,Siva,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,105,Stolac,Mercedes-Benz,299000,C 220,4800,Mercedes-Benz C 220 automatik,2001,Siva,FALSE,Prednji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,85,Kakanj,Mercedes-Benz,340000,C 220,4400,Mercedes-Benz C 220,2001,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
1.7,5-Apr,Dizel,55,Visoko,Mercedes-Benz,286251,A 170,2750,Mercedes-Benz A 170 cdi mod.2004g. Reg. Do 9.2024 KLIMA ITD..,2003,Siva,TRUE,Prednji,Euro 4,15,Manuelni,Limuzina,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,85,Sarajevo - Centar,Mercedes-Benz,488000,E 220,3000,Mercedes-Benz E 220,1999,Siva,TRUE,Zadnji,Euro 3,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.7,5-Apr,Dizel,54,Donji Vakuf,Mercedes-Benz,328000,A 160,3500,Mercedes-Benz A 160,2001,Crna,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,TRUE
1.7,5-Apr,Dizel,100,Zenica,Mercedes-Benz,238000,A 170,4200,Mercedes-Benz A170 long GARANCIJA NA ISPRAVNOST AUTA,2004,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,105,Srebrenik,Mercedes-Benz,332051,E 220,4400,Mercedes-Benz E 220,2001,Crna,TRUE,Zadnji,Euro 3,16,Automatik,Limuzina,FALSE,FALSE,TRUE
2,5-Apr,Dizel,85,Brčko,Mercedes-Benz,123321,E 200,4000,Mercedes-Benz E 200,2002,Crna,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
1.4,5-Apr,Benzin,60,Mostar,Mercedes-Benz,223000,A 140,3900,Mercedes-Benz A 140,2001,Crna,FALSE,Prednji,Euro 5,16,Manuelni,Malo auto,FALSE,FALSE,FALSE
2,5-Apr,Dizel,110,Sarajevo - Centar,Mercedes-Benz,25000,A 180,3900,Mercedes-Benz A 180,2007,Crna,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.3,5-Apr,Plin,110,Ljubuški,Mercedes-Benz,300000,E 230,4500,Mercedes-Benz 124 w124 e200 e230,1987,Crna,FALSE,Prednji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
1.4,5-Apr,Benzin,60,Sarajevo - Centar,Mercedes-Benz,174800,A 140,3300,Mercedes-Benz A 140,2004,Crna,FALSE,Prednji,Euro 4,15,Manuelni,unavailable,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,66,Živinice,Mercedes-Benz,200000,C 200,3600,Mercedes-Benz C 220,1997,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.4,5-Apr,Plin,110,Ugljevik,Mercedes-Benz,320000,C 240,2500,Mercedes benz c 240,2000,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.7,5-Apr,Dizel,125,Sarajevo - Novi Grad,Mercedes-Benz,350000,C 270,4600,Mercedes-Benz C 270 C270 AVAGARDE 2004 GOD FACELIFT,2004,Siva,TRUE,Zadnji,Euro 5,16,Automatik,Karavan,FALSE,TRUE,TRUE
2.7,5-Apr,Dizel,130,Zenica,Mercedes-Benz,370000,E 270,8000,Mercedes-Benz E 270 avangard okonja dizel automatik 2.7,2003,Crna,TRUE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,FALSE,FALSE
3.7,3-Feb,Dizel,80,Mostar,Mercedes-Benz,300000,Drugi,8500,Mercedes-Benz 608 kiper,1990,Zelena,FALSE,Sva četiri,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,110,Bijeljina,Mercedes-Benz,347000,C 220,8600,C 220 cdi aut.,2006,Srebrena,TRUE,Zadnji,Euro 4,17,Automatik,Karavan,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,90,Bijeljina,Mercedes-Benz,360000,E 200,7500,Mercedes-Benz E 200,2003,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,110,Konjic,Mercedes-Benz,460000,E 220,8400,Mercedes-Benz E220 w211 Automatik Elegance,2003,Crna,TRUE,Zadnji,Euro 3,16,Automatik,Limuzina,FALSE,FALSE,TRUE
2.7,5-Apr,Dizel,125,Zavidovići,Mercedes-Benz,245667,C 270,9000,Mercedes-Benz C 270 C 270,2002,Zelena,FALSE,Zadnji,Euro 3,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.8,5-Apr,Dizel,80,Sarajevo - Novo Sarajevo,Mercedes-Benz,289693,B 180,6950,Mercedes-Benz B 180cdi,2006,Plava,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,105,Busovača,Mercedes-Benz,300000,C 220,6400,Mercedes-Benz C 220,2001,Plava,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,60,Hadžići,Mercedes-Benz,250000,A 160,5750,Mercedes-Benz A 160 2004,2004,Plava,FALSE,Prednji,Euro 4,15,Manuelni,Malo auto,FALSE,FALSE,TRUE
1.8,5-Apr,Benzin,105,Ilidža,Mercedes-Benz,297195,C 180,6000,Mercedes-Benz C 180-Komprezor,2003,Siva,TRUE,Zadnji,Euro 4,16,Manuelni,Karavan,FALSE,FALSE,TRUE
2,5-Apr,Dizel,80,Bijeljina,Mercedes-Benz,280000,A 180,6000,Mercedes-Benz null,2004,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
1.8,5-Apr,Plin,105,Tuzla,Mercedes-Benz,415830,C 180,8500,Mercedes-Benz C 180 facelift,2006,Siva,TRUE,Prednji,Euro 4,16,Manuelni,unavailable,FALSE,FALSE,TRUE
2,5-Apr,Dizel,80,Ilidža,Mercedes-Benz,313000,B 180,8999,Mercedes-Benz B 180 CDI 2008 god FACELIFT,2008,Plava,FALSE,Prednji,Euro 4,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.7,5-Apr,Dizel,130,Brčko,Mercedes-Benz,300000,E 270,5200,Mercedes-Benz E 270,2002,Siva,FALSE,Zadnji,Euro 3,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.2,3-Feb,Dizel,110,Sarajevo - Novi Grad,Mercedes-Benz,164000,C 220,8400,Mercedes-Benz C 220,2006,Crna,FALSE,Zadnji,Euro 4,17,Automatik,Sportski/kupe,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,105,Tešanj,Mercedes-Benz,450000,CE 220,5500,Mercedes-Benz CE 220,2000,Plava,FALSE,Zadnji,Euro 5,17,Manuelni,Limuzina,FALSE,FALSE,FALSE
3,5-Apr,Dizel,160,Brčko,Mercedes-Benz,1000000,S 320,12000,"Mercedes w140 300td ,slon s 320",1992,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,80,Ilijaš,Mercedes-Benz,312000,B 180,13100,Mercedes-Benz null,2010,Siva,FALSE,Prednji,Euro 5,16,Manuelni,Monovolumen,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Sarajevo - Centar,Mercedes-Benz,303000,C 220,11900,Mercedes Benz C220 CDI reg. 10/24 Bluefficiency,2009,Bijela,FALSE,Zadnji,Euro 5,16,Manuelni,Karavan,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Gradiška,Mercedes-Benz,285000,C 220,14300,Mercedes-Benz C 220,2008,Siva,TRUE,Zadnji,Euro 4,16,Automatik,Karavan,FALSE,FALSE,TRUE
1.8,5-Apr,Dizel,80,Vitez,Mercedes-Benz,245000,B 180,10750,Mercedes-Benz B 180 2010 godina 180 cdi,2010,Crna,TRUE,Prednji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Široki Brijeg,Mercedes-Benz,0,E 200,14900,Mercedes-Benz E 200 CDI *2012*,2012,Crna,TRUE,Zadnji,Euro 5,17,Automatik,Karavan,FALSE,TRUE,TRUE
3.2,5-Apr,Dizel,214,Mostar,Mercedes-Benz,350000,E 320,13800,Mercedes-Benz E 320,2005,Plava,FALSE,Zadnji,Euro 5,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,80,Kiseljak,Mercedes-Benz,239000,B 180,13900,Mercedes-Benz B 180 2011,2011,Crna,TRUE,Prednji,Euro 5,16,Automatik,Limuzina,FALSE,FALSE,FALSE
2,5-Apr,Dizel,88,Ilijaš,Mercedes-Benz,300000,B 180,11800,Mercedes-Benz B 180,2010,Crvena,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,110,Cazin,Mercedes-Benz,430000,Vario,14900,Mercedes-Benz vito viano 4x4,2007,Crvena,TRUE,Sva četiri,Euro 4,16,Automatik,Terenac,FALSE,TRUE,TRUE
1.8,5-Apr,Benzin,141,Ilidža,Mercedes-Benz,118000,C 230,14800,Mercedes-Benz C 230,2005,Crvena,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Sarajevo - Novi Grad,Mercedes-Benz,275,C 220,14200,Mercedes-Benz C 220,2011,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Teslić,Mercedes-Benz,380000,C 220,12000,Mercedes-Benz C 220,2008,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.7,5-Apr,Dizel,120,Zvornik,Mercedes-Benz,315000,ML 270,12500,Mercedes-Benz ML 270,2000,Siva,FALSE,Sva četiri,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
3.2,5-Apr,Dizel,140,Zenica,Mercedes-Benz,2,E 320,11500,Mercedes E 320*2006 god*reg 12/2024*top stanje*,2006,Siva,FALSE,Sva četiri,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.7,5-Apr,Dizel,120,Posušje,Mercedes-Benz,370000,ML 270,12600,Mercedes-Benz ML 270 2003,2003,Siva,FALSE,Sva četiri,Euro 4,16,Automatik,unavailable,FALSE,FALSE,FALSE
3.5,3-Feb,Benzin,225,Banja Luka,Mercedes-Benz,999999,SL 350,12000,Mercedes sl 350 r107,1972,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Tešanj,Mercedes-Benz,350123,C 220,12499,Mercedes-Benz C 220,2009,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,90,Laktaši,Mercedes-Benz,290000,E 220,12000,Mercedes-Benz E 220,2005,Siva,FALSE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,5-Apr,Benzin,90,Ugljevik,Mercedes-Benz,245466,A 180,16500,Mercedes-Benz A 180 Uvoz Svajcarska!Servisna!,2012,Siva,TRUE,Prednji,Euro 5,16,Manuelni,unavailable,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,100,Olovo,Mercedes-Benz,260,E 220,20000,Mercedes-Benz E 220,2011,Crna,FALSE,Prednji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,125,Čitluk,Mercedes-Benz,337000,E 220,20000,Mercedes-Benz E 220,2011,Crna,FALSE,Prednji,Euro 5,17,Manuelni,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,80,Kiseljak,Mercedes-Benz,240000,B 180,19900,MERCEDES-BENZ B180CDI 80KW EXECUTIVE FULL LED MODEL 2013 UVOZ,2012,Bijela,TRUE,Prednji,Euro 5,16,Manuelni,Limuzina,FALSE,TRUE,FALSE
3,5-Apr,Dizel,173,Lukavac,Mercedes-Benz,258000,S 320,18990,Mercedes-Benz S 320,2006,Siva,TRUE,Zadnji,Euro 4,16,Automatik,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,88,Bijeljina,Mercedes-Benz,254000,C 180,16800,Mercedes-Benz C 180 7G-Tronic,2012,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Posušje,Mercedes-Benz,280000,C 220,19300,MERCEDES C 220 CDI Avantgarde Automatik C220 200 2011,2011,Siva,TRUE,Zadnji,Euro 5,17,Automatik,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Travnik,Mercedes-Benz,296000,C 200,17450,Mercedes-Benz C200 CDI 2010. god,2010,Crna,TRUE,Sva četiri,Euro 5,17,Manuelni,Limuzina,FALSE,TRUE,FALSE
3,5-Apr,Dizel,165,Rogatica,Mercedes-Benz,256000,ML 320,18000,Mercedes-Benz ML 320,2007,Siva,TRUE,Sva četiri,Euro 4,19,Automatik,Terenac,FALSE,FALSE,TRUE
1.6,5-Apr,Benzin,85,Sarajevo - Stari Grad,Mercedes-Benz,165000,B 200,19500,Mercedes-Benz A 180 B 200,2013,Crna,FALSE,Zadnji,Euro 5,16,Automatik,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,150,Sapna,Mercedes-Benz,350000,C 250,19500,Mercedes-Benz C 250,2011,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,120,Zenica,Mercedes-Benz,304000,Vito,21900,Mercedes-Benz Vito 116 CDI UVOZ CH TEK REGISTROVAN,2012,Bijela,TRUE,Zadnji,Euro 5,16,Manuelni,Kombi,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,100,Cazin,Mercedes-Benz,303400,E 200,22500,Mercedes E200 W212,2012,Siva,FALSE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,125,Kakanj,Mercedes-Benz,260000,C 220,21000,Mercedes-Benz C 220,2012,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,unavailable,FALSE,FALSE,FALSE
2,5-Apr,Dizel,100,Sarajevo - Novi Grad,Mercedes-Benz,198000,C 220,22900,Mercedes-Benz C 220,2011,Crna,TRUE,Zadnji,Euro 5,18,Manuelni,Limuzina,FALSE,TRUE,TRUE
2.2,3-Feb,Dizel,120,Vogošća,Mercedes-Benz,250000,Vito,24000,Mercedes-Benz Vito,2011,Crna,FALSE,Sva četiri,Euro 5,17,Automatik,Kombi,FALSE,FALSE,TRUE
2.2,5-Apr,Dizel,130,Zvornik,Mercedes-Benz,260000,B 220,21500,Mercedes-Benz B 220,2018,Bijela,TRUE,Prednji,Euro 6,16,Automatik,Monovolumen,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,105,Zvornik,Mercedes-Benz,381000,GLK 200,21000,Mercedes-Benz GLK 200 2011,2011,Crna,TRUE,Zadnji,Euro 5,19,Manuelni,unavailable,FALSE,FALSE,FALSE
2.2,5-Apr,Dizel,100,Banja Luka,Mercedes-Benz,330000,E 220,20000,Mercedes-Benz w212 E 220 cdi,2010,Crna,TRUE,Zadnji,Euro 5,17,Manuelni,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,100,Posušje,Mercedes-Benz,280000,C 200,20000,Mercedes-Benz C 200 CDI Elegance*Facelift*,2011,Crna,TRUE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Plin,120,Derventa,Mercedes-Benz,283814,C 220,22000,Mercedes-Benz C 220 2013,2013,Crna,TRUE,Zadnji,Euro 6,16,Manuelni,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,125,Laktaši,Mercedes-Benz,264148,E 220,22400,Mercedes-Benz E 200 E 220 REGISTROVAN 2/2025,2010,Crna,TRUE,Zadnji,Euro 5,18,Automatik,Limuzina,FALSE,TRUE,TRUE
2,5-Apr,Dizel,100,Sarajevo - Novi Grad,Mercedes-Benz,197000,C 220,23500,Mercedes-Benz C 220,2012,Crna,TRUE,Zadnji,Euro 5,18,Manuelni,Limuzina,FALSE,TRUE,TRUE
2.2,5-Apr,Dizel,150,Prnjavor,Mercedes-Benz,250000,C 250,22000,MERCEDES C250 CDI 4 MATIC AVANTGARDE FACELIFT W204,2012,Bijela,TRUE,Sva četiri,Euro 5,17,Automatik,unavailable,FALSE,TRUE,TRUE
1.5,5-Apr,Dizel,80,Sarajevo - Novi Grad,Mercedes-Benz,214092,A 180,19800,Mercedes-Benz A 180,2013,Siva,TRUE,Prednji,Euro 5,19,Manuelni,Limuzina,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,160,Brčko,Mercedes-Benz,290000,Vito,28800,Mercedes-Benz Vito 2014,2014,Siva,TRUE,Prednji,Euro 5,16,Manuelni,Kombi,FALSE,TRUE,FALSE
2.2,5-Apr,Dizel,125,Laktaši,Mercedes-Benz,232000,C 220,33900,Mercedes-Benz C 220,2014,Crna,FALSE,Zadnji,Euro 5,16,Manuelni,Limuzina,FALSE,FALSE,FALSE
4.2,5-Apr,Benzin,205,Ljubuški,Mercedes-Benz,350000,E 420,28000,1994 Mercedes-Benz E 420 V8 205kW,1994,Crna,FALSE,Zadnji,Euro 5,18,Automatik,Limuzina,FALSE,FALSE,FALSE
5,5-Apr,Benzin,225,Konjic,Mercedes-Benz,300000,CLK 500,26000,Mercedes-Benz CLK500,2005,Siva,FALSE,Zadnji,Euro 5,16,Automatik,Limuzina,FALSE,FALSE,FALSE
