displacement,doors,fuel,kilowatts,location,manufacturer,mileage,model,price,title,updatedAt,year,color,cruiseControl,drivetrain,emissionStandard,rimSize,transmission,type,airCondition,navigation,registration
1.3,4/5,Benzin,43.0,Zenica,Škoda,133000.0,Felicia,1900,Škoda Felicia 2001,2024-03-30T03:51:49.249Z,2001.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.9,4/5,Dizel,74.0,Sarajevo - Novo Sarajevo,Škoda,280123.0,Fabia,4900,Škoda Fabia 1.9 tdi 74kw facelift 2006 godina klima,2024-03-30T03:51:49.249Z,2006.0,Siva,True,Prednji,Euro 4,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.4,4/5,Plin,50.0,Ugljevik,Škoda,260000.0,Fabia,3200,Škoda Fabia,2024-03-23T09:15:15.650Z,2001.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Malo auto,FALSE,FALSE,True
1.9,4/5,Dizel,74.0,Brčko,Škoda,300000.0,Octavia,5000,ŠKODA OKTAVIA 1.9 TDI 74KW TEK REGISTROVANA 065/549-722,2024-03-30T03:51:49.249Z,2002.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,True
1.4,4/5,Benzin,50.0,Bijeljina,Škoda,416000.0,Fabia,3500,Škoda Fabia,2024-03-30T03:51:49.249Z,2003.0,Plava,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
2.0,4/5,Plin,85.0,Bratunac,Škoda,318555.0,Octavia,3400,Škoda Octavia karavan 2004,2024-03-30T03:51:49.249Z,2004.0,Plava,True,Prednji,Euro 4,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.4,4/5,Plin,50.0,Ilidža,Škoda,141000.0,Fabia,4500,Škoda Fabia 2003 Plin,2024-03-23T09:15:15.650Z,2003.0,Plava,FALSE,Prednji,Euro 3,15.0,Manuelni,Malo auto,FALSE,True,True
2.5,4/5,Dizel,120.0,Bijeljina,Škoda,427000.0,Superb,4300,Škoda Superb,2024-06-08T06:47:39.125Z,2005.0,Siva,True,Prednji,Euro 4,16.0,Manuelni,Limuzina,FALSE,FALSE,True
1.4,4/5,Benzin,44.0,Jablanica,Škoda,200000.0,Fabia,3200,Škoda Fabia,2024-04-13T08:47:08.739Z,2000.0,Plava,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.9,4/5,Dizel,74.0,Jajce,Škoda,285000.0,Fabia,2000,Skoda fabia,2024-03-23T09:15:15.650Z,2003.0,Plava,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.4,4/5,Benzin,74.0,Sanski Most,Škoda,255000.0,Fabia,1800,Škoda Fabia,2024-04-06T06:27:29.344Z,2001.0,Plava,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.4,4/5,Benzin,44.0,Bugojno,Škoda,255000.0,Fabia,3850,Škoda Fabia 2002,2024-03-30T03:51:49.249Z,2002.0,Plava,FALSE,Prednji,Euro 3,14.0,Manuelni,Limuzina,FALSE,FALSE,True
1.2,4/5,Plin,47.0,Zenica,Škoda,260000.0,Fabia,3200,ŠKODA FABIA 1.2BENZIN PLIN 2005god.,2024-03-23T09:15:15.650Z,2005.0,Siva,FALSE,Prednji,Euro 4,15.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.6,4/5,Plin,74.0,Banja Luka,Škoda,285300.0,Octavia,4000,Škoda Octavia,2024-03-30T03:51:49.249Z,2001.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,True
1.4,4/5,Benzin,44.0,Tuzla,Škoda,1.0,Fabia,2650,Škoda Fabia,2024-03-23T09:15:15.650Z,2002.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Malo auto,FALSE,FALSE,FALSE
2.5,4/5,Dizel,114.0,Trebinje,Škoda,280000.0,Superb,2000,Škoda Superb 2003,2024-03-23T09:15:15.650Z,2003.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.9,4/5,Dizel,47.0,Kiseljak,Škoda,209210.0,Felicia,1500,Škoda Felicia,2024-04-06T06:27:29.344Z,2001.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Doboj Istok,Škoda,392328.0,Octavia,8200,Škoda Octavia 1.9 4x4,2024-06-08T06:47:39.125Z,2007.0,Bijela,FALSE,Sva četiri,Euro 4,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.9,4/5,Dizel,77.0,Visoko,Škoda,265000.0,Octavia,7300,Škoda Octavia 4x4 1.9 TDI 2006 god,2024-05-18T08:33:11.165Z,2006.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,True
1.6,4/5,Dizel,66.0,Banja Luka,Škoda,235000.0,Fabia,9500,Škoda Fabia 1.6 TDI 2011 god. Karavan dizel,2024-06-08T06:47:39.125Z,2011.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.9,4/5,Dizel,66.0,Sarajevo - Novo Sarajevo,Škoda,296915.0,Octavia,5000,Škoda Octavia 2004,2024-06-08T11:41:27.506Z,2004.0,Crvena,FALSE,Prednji,Euro 3,14.0,Manuelni,Limuzina,FALSE,FALSE,True
1.2,4/5,Benzin,51.0,Tuzla,Škoda,183000.0,Fabia,7900,Škoda Fabia 2013,2024-06-08T06:47:39.122Z,2012.0,Crvena,FALSE,Prednji,Euro 5,14.0,Manuelni,unavailable,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Vitez,Škoda,289353.0,Octavia,9750,Prodaje se Škoda Octavia 1.6TDI 77KW 4X4 2011.GODINA!!!,2024-03-30T03:51:49.249Z,2011.0,Siva,FALSE,Sva četiri,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.2,4/5,Benzin,51.0,Sarajevo - Centar,Škoda,120000.0,Fabia,8100,Škoda Fabia 2009 - 120000km,2024-04-20T06:58:21.181Z,2009.0,Siva,FALSE,Prednji,Euro 5,14.0,Manuelni,Malo auto,FALSE,FALSE,True
1.9,4/5,Dizel,77.0,Tešanj,Škoda,0.0,Roomster,7050,Škoda Roomster 2007,2024-03-23T09:15:15.650Z,2007.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Ilidža,Škoda,335000.0,Octavia,7399,Škoda Octavia A5 1.9,2024-04-06T06:27:29.344Z,2004.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,True
1.4,4/5,Dizel,51.0,Novi Travnik,Škoda,257423.0,Fabia,6800,Škoda Fabia,2024-04-20T06:58:21.181Z,2007.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Benzin,110.0,Sarajevo - Novi Grad,Škoda,285000.0,Octavia,8000,Škoda Octavia 2.0 110 kw 4x4,2024-03-23T09:15:15.650Z,2007.0,Crna,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,74.0,Mostar,Škoda,340000.0,Fabia,5900,Škoda Fabia,2024-04-20T06:58:21.181Z,2006.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.8,4/5,Benzin,118.0,Kalesija,Škoda,222000.0,Octavia,9200,Škoda Octavia 2012god TOP STANJE !!,2024-04-20T06:58:21.181Z,2012.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.2,4/5,Benzin,77.0,Orašje,Škoda,156000.0,Fabia,9500,Škoda Fabia 1.2 TSI 77kw,2024-03-30T03:51:49.249Z,2010.0,Bež,FALSE,Prednji,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.4,4/5,Dizel,59.0,Gradačac,Škoda,314787.0,Fabia,7700,"Škoda Fabia 1,4 TDI",2024-04-13T08:47:08.739Z,2008.0,Plava,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,True
1.9,4/5,Dizel,77.0,Prijedor,Škoda,268000.0,Octavia,9200,"Škoda Octavia 1,9 TDI, 77 KW, DSG, reg do 09/2024",2024-03-30T03:51:49.249Z,2009.0,Plava,True,Prednji,Euro 4,15.0,Automatik,Karavan,FALSE,FALSE,True
2.0,4/5,Dizel,103.0,Zenica,Škoda,258258.0,Octavia,14500,Škoda Octavia 2.0 TDI DSG 2011 GOD,2024-06-08T06:47:39.125Z,2011.0,Siva,True,Prednji,Euro 5,16.0,Automatik,Karavan,FALSE,FALSE,True
2.0,4/5,Dizel,103.0,Visoko,Škoda,328127.0,Superb,14000,Škoda Superb (Moze Zamjena),2024-04-06T06:27:29.344Z,2009.0,Siva,True,Prednji,Euro 4,16.0,Manuelni,Limuzina,FALSE,True,True
1.9,4/5,Dizel,103.0,Istočno Sarajevo,Škoda,256923.0,Superb,13850,Škoda Superb 2.0 2012,2024-06-08T06:47:39.125Z,2012.0,Bijela,True,Prednji,Euro 5,17.0,Manuelni,Limuzina,FALSE,True,FALSE
1.6,4/5,Dizel,77.0,Kalesija,Škoda,230000.0,Superb,14000,Škoda Superb 2010 Godina,2024-04-13T08:47:08.739Z,2010.0,Bijela,True,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Vitez,Škoda,242000.0,Octavia,13190,ŠKODA OCTAVIA 1.6TDI,2024-06-08T06:47:39.125Z,2013.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Sarajevo - Centar,Škoda,210000.0,Octavia,13950,Škoda Octavia,2024-05-11T11:01:46.600Z,2010.0,Zelena,True,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Tešanj,Škoda,259000.0,Octavia,11900,Škoda Octavia 2013,2024-04-06T07:17:15.906Z,2013.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Tuzla,Škoda,205000.0,Octavia,10900,Škoda Octavia,2024-05-11T11:01:46.600Z,2012.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Bijeljina,Škoda,230000.0,Octavia,11000,Škoda Octavia 1.9 TDI,2024-04-06T06:27:29.344Z,2010.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,True
1.8,4/5,Benzin,118.0,Banja Luka,Škoda,240000.0,Superb,15000,Škoda Superb 1.8 TSI 118kw 2010 Navi Pano Xenon,2024-03-23T09:15:15.650Z,2010.0,Siva,True,Prednji,Euro 5,17.0,Manuelni,Karavan,FALSE,True,True
2.0,4/5,Dizel,103.0,Šipovo,Škoda,260000.0,Octavia,13400,Škoda Octavia,2024-03-30T03:51:49.249Z,2010.0,Zelena,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,True,True
1.6,4/5,Dizel,77.0,Cazin,Škoda,245000.0,Octavia,12900,Škoda Octavia,2024-04-13T08:47:08.739Z,2010.0,Zelena,True,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,True
1.0,4/5,Benzin,74.0,Sarajevo - Stari Grad,Škoda,100000.0,Rapid,18000,Škoda Rapid,2024-05-11T11:01:46.600Z,2018.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Lukavac,Škoda,295000.0,Octavia,17300,Skoda Octavia 2.0 110kw 4x4 Uvoz CH,2024-03-30T03:51:49.249Z,2013.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,Karavan,FALSE,True,FALSE
1.9,4/5,Dizel,77.0,Maglaj,Škoda,250000.0,Octavia,16300,"Škoda Octavia 1,9 TDI Euro 5 Prvi Vlasnik",2024-03-23T09:15:15.650Z,2011.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Kiseljak,Škoda,259000.0,Octavia,13950,ŠKODA OCTAVIA 1.6 TDI 77 KW 2012 G. EXTRA STANJE,2024-05-26T03:22:01.095Z,2012.0,Bijela,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,True,FALSE
1.6,4/5,Dizel,85.0,Ilidža,Škoda,260000.0,Rapid,15500,Škoda Rapid 2017g 1.6 85kw placeno sve do registracije,2024-04-20T06:58:21.181Z,2017.0,Crna,True,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,105.0,Kiseljak,Škoda,252866.0,Octavia,15990,ŠKODA OCTAVIA DSG A6 1.6 TDI CR 77kW 2011.god LIMUZINA,2024-06-08T06:47:39.125Z,2011.0,Bordo,True,Prednji,Euro 5,15.0,Automatik,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Doboj Jug,Škoda,232000.0,Octavia,15900,Škoda Octavia 1.6 77KW 2015G,2024-06-08T06:47:39.125Z,2015.0,Crna,True,Sva četiri,Euro 5,16.0,Manuelni,Karavan,FALSE,True,FALSE
2.0,4/5,Dizel,81.0,Tomislavgrad,Škoda,250000.0,Yeti,16000,Škoda Yeti 2013 4X4,2024-06-08T11:41:27.506Z,2013.0,Crna,FALSE,Sva četiri,Euro 5,17.0,Manuelni,unavailable,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Petrovo,Škoda,264000.0,Superb,18900,ŠKODA SUPERB 1.6 TDI,2024-06-08T06:47:39.125Z,2013.0,Crna,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,True,FALSE
1.6,4/5,Dizel,77.0,Doboj,Škoda,260000.0,Octavia,15900,ŠKODA OCTAVIA 1.6 TDI,2024-06-08T06:47:39.125Z,2014.0,Bijela,True,Prednji,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
2.0,4/5,Dizel,103.0,Travnik,Škoda,219000.0,Yeti,17899,Škoda Yeti 2.0 4x4 uvoz CH 2013,2024-04-13T08:47:08.739Z,2013.0,Siva,True,Sva četiri,Euro 5,16.0,Automatik,unavailable,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Travnik,Škoda,191000.0,Octavia,18499,Škoda Octavia 2.0 4x4 uvoz CH 2014,2024-06-08T06:47:39.125Z,2014.0,Siva,True,Sva četiri,Euro 5,16.0,Manuelni,Karavan,FALSE,True,FALSE
2.0,4/5,Dizel,125.0,Sarajevo - Novo Sarajevo,Škoda,245000.0,Octavia RS,17600,"Škoda Octavia ~ VRS ~ 2.0, 170ks",2024-04-13T08:47:08.739Z,2011.0,Siva,True,Prednji,Euro 5,18.0,Automatik,Karavan,FALSE,True,True
2.0,4/5,Dizel,125.0,Kakanj,Škoda,325000.0,Octavia RS,18500,Škoda Octavia RS,2024-03-30T03:51:49.249Z,2012.0,Plava,FALSE,Prednji,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,81.0,Novi Travnik,Škoda,256421.0,Octavia,21000,Škoda Octavia 1.6 TDI 81KW Led-2014mod-FUL-TOP,2024-03-30T03:51:49.249Z,2013.0,Plava,True,Prednji,Euro 5,18.0,Manuelni,Limuzina,FALSE,True,True
2.0,4/5,Dizel,135.0,Zenica,Škoda,260122.0,Octavia RS,23999,ŠKODA OCTAVIA VRS 2.0 TDI DSG,2024-06-08T06:47:39.125Z,2014.0,Bijela,True,Prednji,Euro 5,17.0,Automatik,Karavan,FALSE,True,FALSE
1.6,4/5,Dizel,85.0,Banja Luka,Škoda,170096.0,Octavia,24500,Škoda Octavia 1.6TDI DSG,2024-04-20T06:58:21.181Z,2018.0,Bijela,True,Prednji,Euro 6,16.0,Automatik,Karavan,FALSE,True,FALSE
1.4,4/5,Benzin,110.0,Sarajevo - Novi Grad,Škoda,75601.0,Octavia,23850,Škoda Octavia Combi 1.4 TSI DSG,2024-03-23T09:15:15.650Z,2018.0,Siva,True,Prednji,Euro 6,16.0,Automatik,Karavan,FALSE,FALSE,True
1.6,4/5,Dizel,77.0,Kiseljak,Škoda,214000.0,Octavia,20950,"Škoda Octavia DSG 2016.G 1,6-D JOY OPREMA TEK UVEZEN 061240414",2024-04-27T07:43:43.651Z,2016.0,Siva,True,Prednji,Euro 5,17.0,Automatik,Karavan,FALSE,True,FALSE
1.6,4/5,Dizel,81.0,Srebrenik,Škoda,160000.0,Octavia,20500,Škoda Octavia,2024-06-08T06:47:39.125Z,2016.0,Crna,FALSE,Sva četiri,Euro 5,16.0,Manuelni,Karavan,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Doboj,Škoda,216000.0,Octavia,23900,Škoda Octavia,2024-06-08T11:41:27.506Z,2014.0,Crna,True,Prednji,Euro 5,18.0,Automatik,Limuzina,FALSE,True,True
1.6,4/5,Dizel,81.0,Doboj Jug,Škoda,272000.0,Octavia,19900,Škoda Octavia 1.6 TDI,2024-06-08T06:47:39.125Z,2017.0,Crna,True,Prednji,Euro 6,16.0,Manuelni,Limuzina,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Mostar,Škoda,206057.0,Octavia,25000,Škoda Octavia 2.0 TDI/DSG/NAVI/,2024-03-23T09:15:15.650Z,2019.0,Siva,True,Prednji,Euro 6,16.0,Automatik,unavailable,FALSE,True,FALSE
1.6,4/5,Dizel,85.0,Ilidža,Škoda,238000.0,Octavia,24900,Škoda Octavia 1.6 TDi DSG Automatik 2019 God Ful oprema Kao Novo,2024-03-23T09:15:15.650Z,2019.0,Crna,True,Prednji,Euro 6,16.0,Automatik,Karavan,FALSE,True,True
1.0,4/5,Benzin,81.0,Mostar,Škoda,59231.0,Scala,28900,Škoda Scala Style 1.0 TSI 110 ks,2024-04-20T06:58:21.181Z,2021.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.6,4/5,Dizel,85.0,Banja Luka,Škoda,210000.0,Octavia,27500,"Škoda Octavia DSG,2019,1.6 TDi,registrovan do 11/2024,alarm...",2024-05-11T11:01:46.600Z,2019.0,Siva,True,Prednji,Euro 6,16.0,Automatik,Karavan,FALSE,True,True
2.0,4/5,Dizel,110.0,Sarajevo - Stari Grad,Škoda,193000.0,Octavia,28900,Škoda Octavia 2020 Break 2.0 TDI SCR 150 DSG7 Business,2024-05-11T11:01:46.600Z,2020.0,Srebrena,FALSE,Prednji,Euro 6,17.0,Automatik,Karavan,FALSE,True,True
1.6,4/5,Dizel,85.0,Tešanj,Škoda,226000.0,Octavia,25350,Octavia Octavia,2024-05-11T11:01:46.600Z,2017.0,Srebrena,FALSE,Prednji,Euro 5,16.0,Automatik,Karavan,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Gradiška,Škoda,254000.0,Superb,22500,Škoda Superb,2024-06-08T06:47:39.125Z,2015.0,Siva,True,Prednji,Euro 5,18.0,Automatik,Karavan,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Bihać,Škoda,147784.0,Octavia,29000,Škoda Octavia 2.0TDI,2024-04-13T08:47:08.739Z,2018.0,Crna,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,85.0,Banja Luka,Škoda,172000.0,Octavia,26900,"Škoda Octavia 1,6 tdi 2019gp.",2024-04-13T08:47:08.739Z,2019.0,Crna,True,Prednji,Euro 6,16.0,Manuelni,Limuzina,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Istočno Sarajevo,Škoda,255913.0,Octavia,27490,Škoda Octavia 2.0 TDI CR 2018 STYLE AT7 NAVI GREENTEC 110kw,2024-06-08T11:41:27.506Z,2018.0,Siva,True,Prednji,Euro 6,17.0,Automatik,Karavan,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Tešanj,Škoda,304000.0,Octavia,24990,Škoda Octavia,2024-05-04T10:04:49.822Z,2019.0,Crna,True,Prednji,Euro 6,17.0,Automatik,Karavan,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Sarajevo - Centar,Škoda,1.0,Octavia,54391,SKODA OCTAVIA A8 AMB 2.0 TDI 110 kW MAN 0% kamata,2024-06-08T11:41:27.506Z,2024.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Sarajevo - Centar,Škoda,1.0,Octavia,59275,SKODA OCTAVIA A8 STY 2.0 TDI 110 kW DSG 0% kamata,2024-03-30T03:51:49.249Z,2024.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,110.0,Prijedor,Škoda,216.0,Superb,30500,ŠKODA SUPERB 2.0 TDI 110 KW /2016/GOD REGISTROVANA GODINU DANA,2024-05-04T10:04:49.822Z,2016.0,Bijela,True,Sva četiri,Euro 5,16.0,Manuelni,Limuzina,FALSE,True,FALSE
2.0,4/5,Dizel,110.0,Sarajevo - Novi Grad,Škoda,173122.0,Octavia,35950,Škoda Octavia 2.0 TDI 4x4 DSG,2024-05-04T10:04:49.822Z,2019.0,Siva,True,Sva četiri,Euro 5,17.0,Automatik,Karavan,FALSE,True,FALSE
2.0,4/5,Benzin,140.0,Sarajevo - Centar,Škoda,1.0,Octavia,64899,SKODA OCTAVIA A8 STY 2.0 TSI 140 kW 4x4 DSG7 0% kamata,2024-04-06T06:27:29.344Z,2024.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Automatik,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,85.0,Sarajevo - Centar,Škoda,1.0,Octavia,57367,SKODA OCTAVIA A8 STY 2.0 TDI 85 kW MAN 0% kamata,2024-06-08T11:41:27.506Z,2024.0,Bijela,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
2.0,4/5,Dizel,140.0,Kiseljak,Škoda,169000.0,Kodiaq,53800,"Škoda Kodiaq 2.0TDI DSG/4x4, Virtual, 190KS",2024-04-20T06:58:21.181Z,2020.0,Bijela,True,Sva četiri,Euro 6,16.0,Automatik,Terenac,FALSE,True,FALSE
2.0,4/5,Dizel,135.0,Doboj,Škoda,188000.0,Octavia,33800,Škoda Octavia III VRS 2.0 TDI 135 kw 4x4 DSG F1 2017 god,2024-03-30T03:51:49.249Z,2017.0,Plava,True,Sva četiri,Euro 6,19.0,Automatik,Karavan,FALSE,True,FALSE
1.9,4/5,Dizel,77.0,Zavidovići,Škoda,389000.0,Octavia,8900,Škoda Octavia a5,2024-04-20T06:58:21.181Z,2006.0,Siva,FALSE,Prednji,Euro 4,15.0,Manuelni,Limuzina,FALSE,FALSE,True
1.9,4/5,Dizel,77.0,Zenica,Škoda,300000.0,Octavia,9000,SKODA OCTAVIA 1.9TDI VRS GOD2008,2024-03-30T03:51:49.249Z,2008.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,True,True
1.9,4/5,Dizel,77.0,Posušje,Škoda,321000.0,Roomster,5300,Škoda Roomster,2024-04-06T06:27:29.344Z,2009.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Tuzla,Škoda,333333.0,Fabia,9500,Škoda Fabia,2024-03-23T09:15:15.650Z,2008.0,Siva,FALSE,Prednji,Euro 4,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.9,4/5,Dizel,81.0,Sarajevo - Centar,Škoda,242000.0,Octavia,5399,Škoda Octavia,2024-04-20T06:58:21.181Z,2004.0,Siva,True,Prednji,Euro 3,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.2,4/5,Plin,51.0,Sarajevo - Novo Sarajevo,Škoda,102000.0,Roomster,9500,Škoda Roomster Roomster scout,2024-04-20T06:58:21.181Z,2007.0,Crvena,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.2,4/5,Benzin,44.0,Banja Luka,Škoda,94261.0,Fabia,8200,Škoda Fabia 2009,2024-06-08T06:47:39.125Z,2009.0,Crvena,FALSE,Prednji,Euro 4,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.4,4/5,Dizel,59.0,Sarajevo - Novi Grad,Škoda,307000.0,Fabia,6990,Škoda Fabia 1.4 TDI 2008g klima registrovana,2024-03-23T09:15:15.650Z,2008.0,Siva,FALSE,Prednji,Euro 4,15.0,Manuelni,unavailable,FALSE,FALSE,True
1.9,4/5,Dizel,77.0,Živinice,Škoda,206000.0,Octavia,9990,"Škoda Octavia 1,9 77kw 2008god.REGISTROVANA",2024-03-23T09:15:15.650Z,2008.0,Crvena,FALSE,Prednji,Euro 5,16.0,Manuelni,Limuzina,FALSE,FALSE,True
2.0,4/5,Dizel,103.0,Zavidovići,Škoda,270378.0,Octavia,7900,Škoda Octavia,2024-03-23T09:15:15.650Z,2004.0,Siva,FALSE,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Kakanj,Škoda,303000.0,Octavia,8400,Škoda Octavia,2024-04-13T08:47:08.739Z,2006.0,Siva,True,Prednji,Euro 4,16.0,Manuelni,Limuzina,FALSE,True,True
1.9,4/5,Dizel,66.0,Sarajevo - Novi Grad,Škoda,133000.0,Octavia,5400,Škoda Octavia,2024-05-04T10:04:49.822Z,2004.0,Bijela,FALSE,Prednji,Euro 3,15.0,Manuelni,Limuzina,FALSE,FALSE,True
2.0,4/5,Dizel,103.0,Zvornik,Škoda,304000.0,Octavia,9500,Škoda Octavia 2007 god,2024-06-08T06:47:39.125Z,2007.0,Siva,True,Sva četiri,Euro 5,15.0,Manuelni,unavailable,FALSE,True,True
1.9,4/5,Dizel,77.0,Zenica,Škoda,290000.0,Fabia,5400,Škoda Fabia 1.9 TDI,2024-03-30T03:51:49.249Z,2005.0,Siva,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,True
1.2,4/5,Dizel,55.0,Tuzla,Škoda,238000.0,Fabia,7300,Škoda Fabia,2024-03-30T03:51:49.249Z,2011.0,Siva,FALSE,Sva četiri,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
1.9,4/5,Dizel,77.0,Bijeljina,Škoda,235000.0,Octavia,10000,Škoda Octavia,2024-03-30T03:51:49.249Z,2007.0,Siva,FALSE,Sva četiri,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Srebrenik,Škoda,281.0,Octavia,11700,Škoda Octavia 2011 4x4,2024-06-08T06:47:39.125Z,2011.0,Siva,True,Sva četiri,Euro 5,15.0,Manuelni,Karavan,FALSE,FALSE,True
1.2,4/5,Benzin,77.0,Sarajevo - Centar,Škoda,182000.0,Rapid,13200,Škoda Rapid,2024-03-23T09:15:15.650Z,2013.0,Siva,FALSE,Prednji,Euro 5,15.0,Manuelni,Limuzina,FALSE,FALSE,FALSE
1.6,4/5,Dizel,77.0,Banja Luka,Škoda,198000.0,Octavia,11600,Škoda Octavia,2024-03-30T03:51:49.249Z,2010.0,Siva,True,Prednji,Euro 5,16.0,Manuelni,unavailable,FALSE,FALSE,FALSE
